AL208	2	0	洗水唛	无	1566468
AL208	2	0	吊牌	无	1566469
AL208	3	1			1566470
AL208	3	0	包装袋	无	1566471
AL208	4	1			1566472
AL209	1	1			1548431
AL209	1	0	版型建议	老钱风基础白 T，M 码，前后幅基本等宽，后背略放量，肩线清晰，袖窿不过深，整体干净立体，不做潮牌感。	1548432
AL209	2	1			1548433
AL209	2	0	面料	主布面料-巨丰 B1969 100%棉 200Gsm 色号-No.002 牙白	1548434
AL209	2	0	主唛	无	1548435
AL209	2	0	洗水唛	无	1548436
AL209	2	0	吊牌	无	1548437
AL209	3	1			1548438
AL209	3	0	包装袋	无	1548439
AL209	4	1			1548440
AL210	1	1			1553687
AL210	2	1			1553688
AL210	2	0	面料	面料-新鹏宇针织 E126# 280g 97%棉3%氨 色号-No.40 棕色	1553689
AL210	2	0	车缝	落肩需要做车缝区分	1553690
AL210	2	0	罗纹	需要配色罗纹 罗纹高2.5cm	1553691
